location,city,local,parameter,value,unit
FR15039,Isère,2019-04-17T07:00:00+02:00,pm10,15,µg/m³
FR15039,Isère,2019-04-17T07:00:00+02:00,no2,41.6,µg/m³
FR15039,Isère,2019-04-17T06:00:00+02:00,pm10,12.5,µg/m³
FR15039,Isère,2019-04-17T06:00:00+02:00,no2,28.3,µg/m³
FR15039,Isère,2019-04-17T05:00:00+02:00,no2,24.5,µg/m³
FR15039,Isère,2019-04-17T05:00:00+02:00,pm10,13.6,µg/m³
FR15039,Isère,2019-04-17T04:00:00+02:00,no2,31.9,µg/m³
FR15039,Isère,2019-04-17T04:00:00+02:00,pm10,16.1,µg/m³
FR15039,Isère,2019-04-17T03:00:00+02:00,pm10,16.6,µg/m³
FR15039,Isère,2019-04-17T03:00:00+02:00,no2,34.2,µg/m³
FR15039,Isère,2019-04-17T02:00:00+02:00,pm10,22.1,µg/m³
FR15039,Isère,2019-04-17T02:00:00+02:00,no2,36.5,µg/m³
FR15039,Isère,2019-04-17T01:00:00+02:00,pm10,25.2,µg/m³
FR15039,Isère,2019-04-17T01:00:00+02:00,no2,42,µg/m³
FR15039,Isère,2019-04-17T00:00:00+02:00,no2,51.4,µg/m³
FR15039,Isère,2019-04-17T00:00:00+02:00,pm10,20.2,µg/m³
FR15039,Isère,2019-04-16T23:00:00+02:00,pm10,13.2,µg/m³
FR15039,Isère,2019-04-16T23:00:00+02:00,no2,42.1,µg/m³
FR15039,Isère,2019-04-16T22:00:00+02:00,no2,46.2,µg/m³
FR15039,Isère,2019-04-16T22:00:00+02:00,pm10,6.3,µg/m³
FR15039,Isère,2019-04-16T21:00:00+02:00,pm10,15.1,µg/m³
FR15039,Isère,2019-04-16T21:00:00+02:00,no2,25.8,µg/m³
FR15039,Isère,2019-04-16T20:00:00+02:00,pm10,13.9,µg/m³
FR15039,Isère,2019-04-16T20:00:00+02:00,no2,26.1,µg/m³
FR15039,Isère,2019-04-16T19:00:00+02:00,pm10,16.3,µg/m³
FR15039,Isère,2019-04-16T19:00:00+02:00,no2,29.5,µg/m³
FR15039,Isère,2019-04-16T18:00:00+02:00,no2,30.1,µg/m³
FR15039,Isère,2019-04-16T18:00:00+02:00,pm10,14.1,µg/m³
FR15039,Isère,2019-04-16T17:00:00+02:00,pm10,16.7,µg/m³
FR15039,Isère,2019-04-16T17:00:00+02:00,no2,29.3,µg/m³
FR15039,Isère,2019-04-16T16:00:00+02:00,no2,26.2,µg/m³
FR15039,Isère,2019-04-16T16:00:00+02:00,pm10,20.5,µg/m³
FR15039,Isère,2019-04-16T15:00:00+02:00,no2,25.7,µg/m³
FR15039,Isère,2019-04-16T15:00:00+02:00,pm10,16.1,µg/m³
FR15039,Isère,2019-04-16T14:00:00+02:00,pm10,18.2,µg/m³
FR15039,Isère,2019-04-16T14:00:00+02:00,no2,27.7,µg/m³
FR15039,Isère,2019-04-16T13:00:00+02:00,pm10,20.2,µg/m³
FR15039,Isère,2019-04-16T13:00:00+02:00,no2,45.5,µg/m³
FR15039,Isère,2019-04-16T12:00:00+02:00,no2,41.8,µg/m³
FR15039,Isère,2019-04-16T12:00:00+02:00,pm10,24,µg/m³
FR15039,Isère,2019-04-16T11:00:00+02:00,no2,45.8,µg/m³
FR15039,Isère,2019-04-16T11:00:00+02:00,pm10,39.9,µg/m³
FR15039,Isère,2019-04-16T10:00:00+02:00,pm10,31.8,µg/m³
FR15039,Isère,2019-04-16T10:00:00+02:00,no2,82.3,µg/m³
FR15039,Isère,2019-04-16T09:00:00+02:00,no2,97.1,µg/m³
FR15039,Isère,2019-04-16T09:00:00+02:00,pm10,28.7,µg/m³
FR15039,Isère,2019-04-16T08:00:00+02:00,no2,92.4,µg/m³
FR15039,Isère,2019-04-16T08:00:00+02:00,pm10,24.4,µg/m³
FR15039,Isère,2019-04-16T07:00:00+02:00,no2,80,µg/m³
FR15039,Isère,2019-04-16T07:00:00+02:00,pm10,30.2,µg/m³
FR15039,Isère,2019-04-16T06:00:00+02:00,pm10,14.2,µg/m³
FR15039,Isère,2019-04-16T06:00:00+02:00,no2,56.2,µg/m³
FR15039,Isère,2019-04-16T05:00:00+02:00,no2,15.3,µg/m³
FR15039,Isère,2019-04-16T05:00:00+02:00,pm10,15.1,µg/m³
FR15039,Isère,2019-04-16T04:00:00+02:00,no2,9.4,µg/m³
FR15039,Isère,2019-04-16T04:00:00+02:00,pm10,15.4,µg/m³
FR15039,Isère,2019-04-16T03:00:00+02:00,no2,10.7,µg/m³
FR15039,Isère,2019-04-16T03:00:00+02:00,pm10,16,µg/m³
FR15039,Isère,2019-04-16T02:00:00+02:00,pm10,20.1,µg/m³
FR15039,Isère,2019-04-16T02:00:00+02:00,no2,11.9,µg/m³
FR15039,Isère,2019-04-16T01:00:00+02:00,pm10,19.2,µg/m³
FR15039,Isère,2019-04-16T01:00:00+02:00,no2,20.6,µg/m³
FR15039,Isère,2019-04-16T00:00:00+02:00,no2,21.5,µg/m³
FR15039,Isère,2019-04-16T00:00:00+02:00,pm10,21.7,µg/m³
FR15039,Isère,2019-04-15T23:00:00+02:00,no2,21.8,µg/m³
FR15039,Isère,2019-04-15T23:00:00+02:00,pm10,16.3,µg/m³
FR15039,Isère,2019-04-15T22:00:00+02:00,no2,24.4,µg/m³
FR15039,Isère,2019-04-15T22:00:00+02:00,pm10,18.7,µg/m³
FR15039,Isère,2019-04-15T21:00:00+02:00,no2,23.5,µg/m³
FR15039,Isère,2019-04-15T21:00:00+02:00,pm10,22.2,µg/m³
FR15039,Isère,2019-04-15T20:00:00+02:00,pm10,25.2,µg/m³
FR15039,Isère,2019-04-15T20:00:00+02:00,no2,29.1,µg/m³
FR15039,Isère,2019-04-15T19:00:00+02:00,pm10,25,µg/m³
FR15039,Isère,2019-04-15T19:00:00+02:00,no2,30.3,µg/m³
FR15039,Isère,2019-04-15T18:00:00+02:00,no2,33.8,µg/m³
FR15039,Isère,2019-04-15T18:00:00+02:00,pm10,18.1,µg/m³
FR15039,Isère,2019-04-15T17:00:00+02:00,pm10,24.7,µg/m³
FR15039,Isère,2019-04-15T17:00:00+02:00,no2,37.6,µg/m³
FR15039,Isère,2019-04-15T16:00:00+02:00,no2,34.1,µg/m³
FR15039,Isère,2019-04-15T16:00:00+02:00,pm10,21.7,µg/m³
FR15039,Isère,2019-04-15T15:00:00+02:00,pm10,27.4,µg/m³
FR15039,Isère,2019-04-15T15:00:00+02:00,no2,40.6,µg/m³
FR15039,Isère,2019-04-15T14:00:00+02:00,no2,38.8,µg/m³
FR15039,Isère,2019-04-15T14:00:00+02:00,pm10,24,µg/m³
FR15039,Isère,2019-04-15T13:00:00+02:00,no2,42.3,µg/m³
FR15039,Isère,2019-04-15T13:00:00+02:00,pm10,24.1,µg/m³
FR15039,Isère,2019-04-15T12:00:00+02:00,no2,52,µg/m³
FR15039,Isère,2019-04-15T12:00:00+02:00,pm10,25.7,µg/m³
FR15039,Isère,2019-04-15T11:00:00+02:00,pm10,28.5,µg/m³
FR15039,Isère,2019-04-15T11:00:00+02:00,no2,43.9,µg/m³
FR15039,Isère,2019-04-15T10:00:00+02:00,pm10,37.9,µg/m³
FR15039,Isère,2019-04-15T10:00:00+02:00,no2,56.9,µg/m³
FR15039,Isère,2019-04-15T09:00:00+02:00,no2,65.6,µg/m³
FR15039,Isère,2019-04-15T09:00:00+02:00,pm10,28.1,µg/m³
FR15039,Isère,2019-04-15T08:00:00+02:00,no2,66.7,µg/m³
FR15039,Isère,2019-04-15T08:00:00+02:00,pm10,24.7,µg/m³
FR15039,Isère,2019-04-15T07:00:00+02:00,no2,56.9,µg/m³
FR15039,Isère,2019-04-15T07:00:00+02:00,pm10,20.7,µg/m³
FR15039,Isère,2019-04-15T06:00:00+02:00,no2,34.4,µg/m³
FR15039,Isère,2019-04-15T06:00:00+02:00,pm10,21.1,µg/m³
FR15039,Isère,2019-04-15T05:00:00+02:00,pm10,22.2,µg/m³
FR15039,Isère,2019-04-15T05:00:00+02:00,no2,32.8,µg/m³
FR15039,Isère,2019-04-15T04:00:00+02:00,pm10,22.1,µg/m³
FR15039,Isère,2019-04-15T04:00:00+02:00,no2,26.1,µg/m³
FR15039,Isère,2019-04-15T03:00:00+02:00,no2,23.3,µg/m³
FR15039,Isère,2019-04-15T03:00:00+02:00,pm10,17.7,µg/m³
FR15039,Isère,2019-04-15T02:00:00+02:00,no2,16.7,µg/m³
FR15039,Isère,2019-04-15T02:00:00+02:00,pm10,17.5,µg/m³
FR15039,Isère,2019-04-15T01:00:00+02:00,pm10,17,µg/m³
FR15039,Isère,2019-04-15T01:00:00+02:00,no2,16.7,µg/m³
FR15039,Isère,2019-04-15T00:00:00+02:00,pm10,21.1,µg/m³
FR15039,Isère,2019-04-15T00:00:00+02:00,no2,18.1,µg/m³
FR15039,Isère,2019-04-14T23:00:00+02:00,pm10,19.1,µg/m³
FR15039,Isère,2019-04-14T23:00:00+02:00,no2,21.8,µg/m³
FR15039,Isère,2019-04-14T22:00:00+02:00,no2,13.5,µg/m³
FR15039,Isère,2019-04-14T22:00:00+02:00,pm10,19.7,µg/m³
FR15039,Isère,2019-04-14T21:00:00+02:00,pm10,14.4,µg/m³
FR15039,Isère,2019-04-14T21:00:00+02:00,no2,13.5,µg/m³
FR15039,Isère,2019-04-14T20:00:00+02:00,no2,15,µg/m³
FR15039,Isère,2019-04-14T20:00:00+02:00,pm10,15.3,µg/m³
FR15039,Isère,2019-04-14T19:00:00+02:00,pm10,17.6,µg/m³
FR15039,Isère,2019-04-14T19:00:00+02:00,no2,15.4,µg/m³
FR15039,Isère,2019-04-14T18:00:00+02:00,no2,14.4,µg/m³
FR15039,Isère,2019-04-14T18:00:00+02:00,pm10,17.6,µg/m³
FR15039,Isère,2019-04-14T17:00:00+02:00,pm10,17.5,µg/m³
FR15039,Isère,2019-04-14T17:00:00+02:00,no2,12.2,µg/m³
FR15039,Isère,2019-04-14T16:00:00+02:00,no2,12.8,µg/m³
FR15039,Isère,2019-04-14T16:00:00+02:00,pm10,16.7,µg/m³
FR15039,Isère,2019-04-14T15:00:00+02:00,no2,13.3,µg/m³
FR15039,Isère,2019-04-14T15:00:00+02:00,pm10,17.8,µg/m³
FR15039,Isère,2019-04-14T14:00:00+02:00,pm10,13.7,µg/m³
FR15039,Isère,2019-04-14T14:00:00+02:00,no2,12.3,µg/m³
FR15039,Isère,2019-04-14T13:00:00+02:00,pm10,20.8,µg/m³
FR15039,Isère,2019-04-14T13:00:00+02:00,no2,14.2,µg/m³
FR15039,Isère,2019-04-14T12:00:00+02:00,no2,16.5,µg/m³
FR15039,Isère,2019-04-14T12:00:00+02:00,pm10,17.5,µg/m³
FR15039,Isère,2019-04-14T11:00:00+02:00,no2,19.2,µg/m³
FR15039,Isère,2019-04-14T11:00:00+02:00,pm10,23.7,µg/m³
FR15039,Isère,2019-04-14T10:00:00+02:00,pm10,22.3,µg/m³
FR15039,Isère,2019-04-14T10:00:00+02:00,no2,20.2,µg/m³
FR15039,Isère,2019-04-14T09:00:00+02:00,no2,17,µg/m³
FR15039,Isère,2019-04-14T09:00:00+02:00,pm10,22.7,µg/m³
FR15039,Isère,2019-04-14T08:00:00+02:00,no2,18.6,µg/m³
FR15039,Isère,2019-04-14T08:00:00+02:00,pm10,20.7,µg/m³
FR15039,Isère,2019-04-14T07:00:00+02:00,no2,13.1,µg/m³
FR15039,Isère,2019-04-14T07:00:00+02:00,pm10,24.7,µg/m³
FR15039,Isère,2019-04-14T06:00:00+02:00,no2,11.4,µg/m³
FR15039,Isère,2019-04-14T06:00:00+02:00,pm10,24.1,µg/m³
FR15039,Isère,2019-04-14T05:00:00+02:00,no2,13.3,µg/m³
FR15039,Isère,2019-04-14T05:00:00+02:00,pm10,25.7,µg/m³
FR15039,Isère,2019-04-14T04:00:00+02:00,pm10,29.3,µg/m³
FR15039,Isère,2019-04-14T04:00:00+02:00,no2,13.1,µg/m³
FR15039,Isère,2019-04-14T03:00:00+02:00,pm10,15.6,µg/m³
FR15039,Isère,2019-04-14T03:00:00+02:00,no2,18.6,µg/m³
FR15039,Isère,2019-04-14T02:00:00+02:00,pm10,25,µg/m³
FR15039,Isère,2019-04-14T02:00:00+02:00,no2,19.6,µg/m³
FR15039,Isère,2019-04-14T01:00:00+02:00,pm10,23.4,µg/m³
FR15039,Isère,2019-04-14T01:00:00+02:00,no2,21.8,µg/m³
FR15039,Isère,2019-04-14T00:00:00+02:00,pm10,25.2,µg/m³
FR15039,Isère,2019-04-14T00:00:00+02:00,no2,19.3,µg/m³
FR15039,Isère,2019-04-13T23:00:00+02:00,pm10,21.5,µg/m³
FR15039,Isère,2019-04-13T23:00:00+02:00,no2,14.4,µg/m³
FR15039,Isère,2019-04-13T22:00:00+02:00,pm10,25.7,µg/m³
FR15039,Isère,2019-04-13T22:00:00+02:00,no2,11.6,µg/m³
FR15039,Isère,2019-04-13T21:00:00+02:00,pm10,21.2,µg/m³
FR15039,Isère,2019-04-13T21:00:00+02:00,no2,14,µg/m³
FR15039,Isère,2019-04-13T20:00:00+02:00,pm10,26.5,µg/m³
FR15039,Isère,2019-04-13T20:00:00+02:00,no2,18.2,µg/m³
FR15039,Isère,2019-04-13T19:00:00+02:00,pm10,23.2,µg/m³
FR15039,Isère,2019-04-13T19:00:00+02:00,no2,15.2,µg/m³
FR15039,Isère,2019-04-13T18:00:00+02:00,no2,14.7,µg/m³
FR15039,Isère,2019-04-13T18:00:00+02:00,pm10,27.4,µg/m³
FR15039,Isère,2019-04-13T17:00:00+02:00,pm10,29.5,µg/m³
FR15039,Isère,2019-04-13T17:00:00+02:00,no2,14.7,µg/m³
FR15039,Isère,2019-04-13T16:00:00+02:00,pm10,35.9,µg/m³
FR15039,Isère,2019-04-13T16:00:00+02:00,no2,13.7,µg/m³
FR15039,Isère,2019-04-13T15:00:00+02:00,pm10,34.1,µg/m³
FR15039,Isère,2019-04-13T15:00:00+02:00,no2,15.2,µg/m³
FR15039,Isère,2019-04-13T14:00:00+02:00,no2,16.1,µg/m³
FR15039,Isère,2019-04-13T14:00:00+02:00,pm10,32.5,µg/m³
FR15039,Isère,2019-04-13T13:00:00+02:00,pm10,32.2,µg/m³
FR15039,Isère,2019-04-13T13:00:00+02:00,no2,18.6,µg/m³
FR15039,Isère,2019-04-13T12:00:00+02:00,pm10,32,µg/m³
FR15039,Isère,2019-04-13T12:00:00+02:00,no2,23.9,µg/m³
FR15039,Isère,2019-04-13T11:00:00+02:00,pm10,27.7,µg/m³
FR15039,Isère,2019-04-13T11:00:00+02:00,no2,30.9,µg/m³
FR15039,Isère,2019-04-13T10:00:00+02:00,pm10,31.7,µg/m³
FR15039,Isère,2019-04-13T10:00:00+02:00,no2,25.1,µg/m³
FR15039,Isère,2019-04-13T09:00:00+02:00,pm10,32.7,µg/m³
FR15039,Isère,2019-04-13T09:00:00+02:00,no2,26.7,µg/m³
FR15039,Isère,2019-04-13T08:00:00+02:00,pm10,29.4,µg/m³
FR15039,Isère,2019-04-13T08:00:00+02:00,no2,60,µg/m³
FR15039,Isère,2019-04-13T07:00:00+02:00,pm10,25.3,µg/m³
FR15039,Isère,2019-04-13T07:00:00+02:00,no2,40.8,µg/m³
FR15039,Isère,2019-04-13T06:00:00+02:00,no2,22,µg/m³
FR15039,Isère,2019-04-13T06:00:00+02:00,pm10,22.5,µg/m³
FR15039,Isère,2019-04-13T05:00:00+02:00,no2,11.1,µg/m³
FR15039,Isère,2019-04-13T05:00:00+02:00,pm10,24.2,µg/m³
FR15039,Isère,2019-04-13T04:00:00+02:00,no2,10.4,µg/m³
FR15039,Isère,2019-04-13T04:00:00+02:00,pm10,29.9,µg/m³
FR15039,Isère,2019-04-13T03:00:00+02:00,pm10,26.7,µg/m³
FR15039,Isère,2019-04-13T03:00:00+02:00,no2,19.3,µg/m³
FR15039,Isère,2019-04-13T02:00:00+02:00,pm10,20.9,µg/m³
FR15039,Isère,2019-04-13T02:00:00+02:00,no2,17.3,µg/m³
FR15039,Isère,2019-04-13T01:00:00+02:00,pm10,26.8,µg/m³
FR15039,Isère,2019-04-13T01:00:00+02:00,no2,18.4,µg/m³
FR15039,Isère,2019-04-13T00:00:00+02:00,no2,22.4,µg/m³
FR15039,Isère,2019-04-13T00:00:00+02:00,pm10,23.9,µg/m³
FR15039,Isère,2019-04-12T23:00:00+02:00,pm10,26.1,µg/m³
FR15039,Isère,2019-04-12T23:00:00+02:00,no2,13.7,µg/m³
FR15039,Isère,2019-04-12T22:00:00+02:00,no2,13.8,µg/m³
FR15039,Isère,2019-04-12T22:00:00+02:00,pm10,25.2,µg/m³
FR15039,Isère,2019-04-12T21:00:00+02:00,no2,15.6,µg/m³
FR15039,Isère,2019-04-12T21:00:00+02:00,pm10,29.2,µg/m³
FR15039,Isère,2019-04-12T20:00:00+02:00,pm10,32.5,µg/m³
FR15039,Isère,2019-04-12T20:00:00+02:00,no2,17.8,µg/m³
FR15039,Isère,2019-04-12T19:00:00+02:00,no2,20,µg/m³
FR15039,Isère,2019-04-12T19:00:00+02:00,pm10,38.2,µg/m³
FR15039,Isère,2019-04-12T18:00:00+02:00,no2,20.5,µg/m³
FR15039,Isère,2019-04-12T18:00:00+02:00,pm10,24.9,µg/m³
FR15039,Isère,2019-04-12T17:00:00+02:00,pm10,39.2,µg/m³
FR15039,Isère,2019-04-12T17:00:00+02:00,no2,24.1,µg/m³
FR15039,Isère,2019-04-12T16:00:00+02:00,pm10,37,µg/m³
FR15039,Isère,2019-04-12T16:00:00+02:00,no2,24.9,µg/m³
FR15039,Isère,2019-04-12T15:00:00+02:00,no2,22.3,µg/m³
FR15039,Isère,2019-04-12T15:00:00+02:00,pm10,37.9,µg/m³
FR15039,Isère,2019-04-12T14:00:00+02:00,no2,23.3,µg/m³
FR15039,Isère,2019-04-12T14:00:00+02:00,pm10,35.2,µg/m³
FR15039,Isère,2019-04-12T13:00:00+02:00,pm10,37.2,µg/m³
FR15039,Isère,2019-04-12T13:00:00+02:00,no2,29.6,µg/m³
FR15039,Isère,2019-04-12T12:00:00+02:00,pm10,36.5,µg/m³
FR15039,Isère,2019-04-12T12:00:00+02:00,no2,33,µg/m³
FR15039,Isère,2019-04-12T11:00:00+02:00,pm10,31.2,µg/m³
FR15039,Isère,2019-04-12T11:00:00+02:00,no2,33.7,µg/m³
FR15039,Isère,2019-04-12T10:00:00+02:00,no2,35.4,µg/m³
FR15039,Isère,2019-04-12T10:00:00+02:00,pm10,33,µg/m³
FR15039,Isère,2019-04-12T09:00:00+02:00,pm10,27.1,µg/m³
FR15039,Isère,2019-04-12T09:00:00+02:00,no2,39,µg/m³
FR15039,Isère,2019-04-12T08:00:00+02:00,pm10,29.2,µg/m³
FR15039,Isère,2019-04-12T08:00:00+02:00,no2,39.1,µg/m³
FR15039,Isère,2019-04-12T07:00:00+02:00,no2,28.1,µg/m³
FR15039,Isère,2019-04-12T07:00:00+02:00,pm10,29.5,µg/m³
FR15039,Isère,2019-04-12T06:00:00+02:00,no2,21,µg/m³
FR15039,Isère,2019-04-12T06:00:00+02:00,pm10,21.3,µg/m³
FR15039,Isère,2019-04-12T05:00:00+02:00,pm10,26.5,µg/m³
FR15039,Isère,2019-04-12T05:00:00+02:00,no2,15.8,µg/m³
FR15039,Isère,2019-04-12T04:00:00+02:00,no2,12.6,µg/m³
FR15039,Isère,2019-04-12T04:00:00+02:00,pm10,26.5,µg/m³
FR15039,Isère,2019-04-12T03:00:00+02:00,pm10,31.5,µg/m³
FR15039,Isère,2019-04-12T03:00:00+02:00,no2,15.1,µg/m³
FR15039,Isère,2019-04-12T02:00:00+02:00,no2,12.3,µg/m³
FR15039,Isère,2019-04-12T02:00:00+02:00,pm10,33.2,µg/m³
FR15039,Isère,2019-04-12T01:00:00+02:00,no2,9.6,µg/m³
FR15039,Isère,2019-04-12T01:00:00+02:00,pm10,31.2,µg/m³
FR15039,Isère,2019-04-12T00:00:00+02:00,no2,11.2,µg/m³
FR15039,Isère,2019-04-12T00:00:00+02:00,pm10,35,µg/m³
FR15039,Isère,2019-04-11T23:00:00+02:00,no2,12.7,µg/m³
FR15039,Isère,2019-04-11T23:00:00+02:00,pm10,37.2,µg/m³
FR15039,Isère,2019-04-11T22:00:00+02:00,pm10,44.2,µg/m³
FR15039,Isère,2019-04-11T22:00:00+02:00,no2,16.2,µg/m³
FR15039,Isère,2019-04-11T21:00:00+02:00,pm10,47.4,µg/m³
FR15039,Isère,2019-04-11T21:00:00+02:00,no2,50.1,µg/m³
FR15039,Isère,2019-04-11T20:00:00+02:00,no2,79.8,µg/m³
FR15039,Isère,2019-04-11T20:00:00+02:00,pm10,44.8,µg/m³
FR15039,Isère,2019-04-11T19:00:00+02:00,no2,62.7,µg/m³
FR15039,Isère,2019-04-11T19:00:00+02:00,pm10,35.8,µg/m³
FR15039,Isère,2019-04-11T18:00:00+02:00,no2,37.5,µg/m³
FR15039,Isère,2019-04-11T18:00:00+02:00,pm10,32,µg/m³
FR15039,Isère,2019-04-11T17:00:00+02:00,no2,25.2,µg/m³
FR15039,Isère,2019-04-11T17:00:00+02:00,pm10,33.2,µg/m³
FR15039,Isère,2019-04-11T16:00:00+02:00,pm10,36,µg/m³
FR15039,Isère,2019-04-11T16:00:00+02:00,no2,25.3,µg/m³
FR15039,Isère,2019-04-11T15:00:00+02:00,no2,24.3,µg/m³
FR15039,Isère,2019-04-11T15:00:00+02:00,pm10,29.4,µg/m³
FR15039,Isère,2019-04-11T14:00:00+02:00,no2,24.5,µg/m³
FR15039,Isère,2019-04-11T14:00:00+02:00,pm10,27.5,µg/m³
FR15039,Isère,2019-04-11T13:00:00+02:00,no2,32.6,µg/m³
FR15039,Isère,2019-04-11T13:00:00+02:00,pm10,28.5,µg/m³
FR15039,Isère,2019-04-11T12:00:00+02:00,no2,43.9,µg/m³
FR15039,Isère,2019-04-11T12:00:00+02:00,pm10,34.8,µg/m³
FR15039,Isère,2019-04-11T11:00:00+02:00,pm10,19.2,µg/m³
FR15039,Isère,2019-04-11T11:00:00+02:00,no2,40.7,µg/m³
FR15039,Isère,2019-04-11T10:00:00+02:00,no2,39.1,µg/m³
FR15039,Isère,2019-04-11T10:00:00+02:00,pm10,22.5,µg/m³
FR15039,Isère,2019-04-11T09:00:00+02:00,pm10,22.2,µg/m³
FR15039,Isère,2019-04-11T09:00:00+02:00,no2,47.3,µg/m³
FR15039,Isère,2019-04-11T08:00:00+02:00,pm10,16.2,µg/m³
FR15039,Isère,2019-04-11T08:00:00+02:00,no2,44.8,µg/m³
FR15039,Isère,2019-04-11T07:00:00+02:00,no2,36,µg/m³
FR15039,Isère,2019-04-11T07:00:00+02:00,pm10,12.7,µg/m³
FR15039,Isère,2019-04-11T06:00:00+02:00,pm10,10.5,µg/m³
FR15039,Isère,2019-04-11T06:00:00+02:00,no2,20.9,µg/m³
FR15039,Isère,2019-04-11T05:00:00+02:00,pm10,10.5,µg/m³
FR15039,Isère,2019-04-11T05:00:00+02:00,no2,16,µg/m³
FR15039,Isère,2019-04-11T04:00:00+02:00,pm10,15.8,µg/m³
FR15039,Isère,2019-04-11T04:00:00+02:00,no2,15.6,µg/m³
FR15039,Isère,2019-04-11T03:00:00+02:00,no2,11.7,µg/m³
FR15039,Isère,2019-04-11T03:00:00+02:00,pm10,14.1,µg/m³
FR15039,Isère,2019-04-11T02:00:00+02:00,no2,16.3,µg/m³
FR15039,Isère,2019-04-11T02:00:00+02:00,pm10,9.1,µg/m³
FR15039,Isère,2019-04-11T01:00:00+02:00,pm10,10.9,µg/m³
FR15039,Isère,2019-04-11T01:00:00+02:00,no2,16.8,µg/m³
FR15039,Isère,2019-04-11T00:00:00+02:00,no2,17.2,µg/m³
FR15039,Isère,2019-04-11T00:00:00+02:00,pm10,8.8,µg/m³
FR15039,Isère,2019-04-10T23:00:00+02:00,pm10,9,µg/m³
FR15039,Isère,2019-04-10T23:00:00+02:00,no2,33,µg/m³
FR15039,Isère,2019-04-10T22:00:00+02:00,no2,44.6,µg/m³
FR15039,Isère,2019-04-10T22:00:00+02:00,pm10,10,µg/m³
FR15039,Isère,2019-04-10T21:00:00+02:00,no2,62.5,µg/m³
FR15039,Isère,2019-04-10T21:00:00+02:00,pm10,25.6,µg/m³
FR15039,Isère,2019-04-10T20:00:00+02:00,no2,53.2,µg/m³
FR15039,Isère,2019-04-10T20:00:00+02:00,pm10,13.4,µg/m³
FR15039,Isère,2019-04-10T19:00:00+02:00,no2,44.6,µg/m³
FR15039,Isère,2019-04-10T19:00:00+02:00,pm10,12.9,µg/m³
FR15039,Isère,2019-04-10T18:00:00+02:00,pm10,15.6,µg/m³
FR15039,Isère,2019-04-10T18:00:00+02:00,no2,45.9,µg/m³
FR15039,Isère,2019-04-10T17:00:00+02:00,no2,20,µg/m³
FR15039,Isère,2019-04-10T17:00:00+02:00,pm10,12.8,µg/m³
FR15039,Isère,2019-04-10T16:00:00+02:00,pm10,13.6,µg/m³
FR15039,Isère,2019-04-10T16:00:00+02:00,no2,18.7,µg/m³
FR15039,Isère,2019-04-10T15:00:00+02:00,no2,27.4,µg/m³
FR15039,Isère,2019-04-10T15:00:00+02:00,pm10,20.5,µg/m³
FR15039,Isère,2019-04-10T14:00:00+02:00,no2,43.1,µg/m³
FR15039,Isère,2019-04-10T14:00:00+02:00,pm10,24.1,µg/m³
FR15039,Isère,2019-04-10T13:00:00+02:00,pm10,38.4,µg/m³
FR15039,Isère,2019-04-10T13:00:00+02:00,no2,53.5,µg/m³
FR15039,Isère,2019-04-10T12:00:00+02:00,pm10,36.7,µg/m³
FR15039,Isère,2019-04-10T12:00:00+02:00,no2,56.2,µg/m³
FR15039,Isère,2019-04-10T11:00:00+02:00,no2,66.7,µg/m³
FR15039,Isère,2019-04-10T11:00:00+02:00,pm10,40.2,µg/m³
FR15039,Isère,2019-04-10T10:00:00+02:00,pm10,26.3,µg/m³
FR15039,Isère,2019-04-10T10:00:00+02:00,no2,67.9,µg/m³
FR15039,Isère,2019-04-10T09:00:00+02:00,pm10,21.6,µg/m³
FR15039,Isère,2019-04-10T09:00:00+02:00,no2,69.1,µg/m³
FR15039,Isère,2019-04-10T08:00:00+02:00,no2,83.4,µg/m³
FR15039,Isère,2019-04-10T08:00:00+02:00,pm10,12,µg/m³
FR15039,Isère,2019-04-10T07:00:00+02:00,pm10,8.7,µg/m³
FR15039,Isère,2019-04-10T07:00:00+02:00,no2,64.1,µg/m³
FR15039,Isère,2019-04-10T06:00:00+02:00,no2,57.3,µg/m³
FR15039,Isère,2019-04-10T06:00:00+02:00,pm10,10.6,µg/m³
FR15039,Isère,2019-04-10T05:00:00+02:00,pm10,8.7,µg/m³
FR15039,Isère,2019-04-10T05:00:00+02:00,no2,39.3,µg/m³
FR15039,Isère,2019-04-10T04:00:00+02:00,pm10,10,µg/m³
FR15039,Isère,2019-04-10T04:00:00+02:00,no2,19.3,µg/m³
FR15039,Isère,2019-04-10T03:00:00+02:00,pm10,9,µg/m³
FR15039,Isère,2019-04-10T03:00:00+02:00,no2,13.7,µg/m³
FR15039,Isère,2019-04-10T02:00:00+02:00,no2,20.6,µg/m³
FR15039,Isère,2019-04-10T02:00:00+02:00,pm10,7,µg/m³
FR15039,Isère,2019-04-10T01:00:00+02:00,no2,23.9,µg/m³
FR15039,Isère,2019-04-10T01:00:00+02:00,pm10,7.9,µg/m³
FR15039,Isère,2019-04-10T00:00:00+02:00,pm10,12,µg/m³
FR15039,Isère,2019-04-10T00:00:00+02:00,no2,23.8,µg/m³
FR15039,Isère,2019-04-09T23:00:00+02:00,pm10,12.8,µg/m³
FR15039,Isère,2019-04-09T23:00:00+02:00,no2,39,µg/m³
FR15039,Isère,2019-04-09T22:00:00+02:00,no2,33.5,µg/m³
